,item,rate,num_product,num_sold,price
156,經典素面休閒輕便簡約小腰包 旅行隨身小包包 跑步運動腰包背包胸包側背包後背包斜背包輕便外出背包 IN2-S149,7946,336,1232,$149
157,運動 戶外 登山 爬山 旅行 腳踏車 掛鉤 掛扣 飲料瓶夾 寶特瓶 掛勾 水瓶 扣環 背包扣 禮物 禮品【C7076】,36817,661,1223,$10
158,【買一送一！單肩時尚斜背】台灣現貨 胸包 槍包 防盜包 運動腰包 公事包 側背包 後背包 斜背包包 單肩包 潮包 包包,144111,694,1217,$365
159,【 科隆3C館 外貿版 送手機支架 】MeiJieLuo 單肩包 側背包 斜背包 USB胸包 後背包 電腦包 騎行背包,5625,59,1205,$199
160,鋁合金登山扣 掛扣 水瓶扣 背包扣 鑰匙扣 葫蘆形扣環 掛鉤 掛勾 鋁合金D形登山扣 生活職人【Z208】,19818,1839,1200,$3
161,出清特賣↘【超方便-低頭族必備！充電式背包】可充電背包 書包休閒包 防水 後背包 雙肩包 包包背包電腦包筆電包旅行包,143958,694,1196,$549
162,【免運下殺 防盜側背包 】送手鏈 防盜包 充電包 側背包 休閒包 防水包素面 雙肩包 書包 手環 首飾【GG3E-S】,19397,204,1196,$460
163,【BJACK】打摺帽蓋設計帆布後背包。4色  206 韓系 街頭 潮流 潮包 雜誌款,7050,76,1187,$590
164,加賀皮件 台灣製BIAHO側背包多夾層休閒包/斜背包 多色 實用多口袋收納DF267大款,5435,612,1186,$550
165,◤包包工廠◢ 拉鏈頭 拉尾 DIY拉墜 拉片 快速防滑 登山背包 A134,11392,191,1172,$10
166,【現貨 附發票】防水防盜後背包 台灣出貨 毛球掛飾休閒包 後背 側背兩用包 女生背包 雙肩包包 編號7022訴說,30450,658,1171,$350
167,【買一送二】現貨供應 潮男帆布包 高機能多口袋腰包 斜背包側背包防水包肩背包胸包霹靂包-大款【pk01L】莎美帝SMT,13127,560,1169,$159
168,Canon EOS M6 Mark II & M6 二件式相機皮套 (附背帶) 相機包 保護套相機套 背包 保護貼鏡頭蓋,40817,181,1157,$50 - $300
169,【現貨-免運費！台灣寄出】摺疊後背包 摺疊收納 後背包 購物袋 摺疊購物袋 折疊 收納 購物 背包【BE724】,27022,601,1149,$299
170,【傲骨工坊】多功能D型扣【黑色 泥色 狼棕 綠色】多用收納扣織帶掛扣背包掛扣EDC00002,60590,3567,1144,$25
171,(S號35~45公升)防水萬用雨套/背包雨套/背包雨衣【214】波米Bao｜防雨罩 書包雨衣｜騎士環島必備｜另有M號L號,21101,214,1145,$69
172,【酷露馬】多彩8字扣環  8字扣 8字型扣環 背包掛鉤 快扣 水壺扣 S勾 S掛勾 S鉤 D字扣 露營掛勾CH007,31465,707,1133,$12
173,【戶外郊遊超安心！折疊式密封防水背包】超耐磨加厚背包 PVC防水 溯溪袋 漂流袋 防水背包 溯溪防水包 游泳袋 沙灘背包,144111,694,1125,$220 - $335
174,《質感兩用包》大容量斜背/胸包兩用多功能包《現貨供應》運動風格斜肩包/側背包/胸包/AC【50059】/漾服飾,11751,42,1125,$359
175,【日本職人手工限定】 東京限定 米奇手帆布袋 單肩包 手繪包 背包 休閒包 購物袋,20271,553,1109,$129
176,【盛精品】Pentagram 40L 超輕透氣登山包 [五色] 水袋背包/後背包/運動背包 編號PM02B {026},14771,136,1106,$870
177,★特價三天買一送2贈品組9029★頭層牛皮真皮瘋馬皮公事包筆電包手提包側背包公文包工廠直營Sentra RAV4 C,10095,177,1085,$899 - $999
178,【當日出貨】２件免運！韓風 美式簡約背包 後背包 郵差包 斜背包 側背包 帆布包 登山包 書包 筆電包 休閒包,20061,392,1083,$299
179,快速出貨《限時大放送送好禮》斜背包側背包背包電腦包手拿包登山包書包多功能零錢休閒USB充電背包槍包防盜【27-222】,18535,194,1083,$390
180,【TSG】男女通用 Supreme 反光 大容量 後背包 雙肩包,2893,437,1080,$790
